GeneSymbol	corr_miRNA143_mrna	corr_miRNA143_protein
FH	-0.0437290409121395	-0.0979216794273131
FILIP1L	0.349094567404427	0.0410340775850981
FIP1L1	0.0146210596914822	-0.143035777306364
FIS1	0.226727028839705	0.198661949423457
FKBP10	0.230952380952381	0.318011841273355
FKBP11	-0.0451374916163648	-0.11294812038948
FKBP15	-0.0175385647216633	0.132922545787474
FKBP1A	0.2579476861167	1.67688167797675e-05
FKBP2	-0.0186787391012743	-0.166085381896941
FKBP3	-0.0565727699530516	-0.00776357158510686
FKBP4	0.0235747820254862	0.0329317471200854
FKBP5	-0.0253521126760563	-0.0419608576561716
FKBP8	0.0448021462105969	0.16598609963786
FKBP9	0.269684775318578	0.187790829822562
FLAD1	0.0120053655264923	0.101890512919687
FLII	0.136586183769282	0.0312046748424027
FLNA	0.376861167002012	0.182627143401505
FLNB	-0.0865191146881288	-0.0959920888017813
FLNC	0.285010060362173	0.222119753883569
FLOT1	0.103487592219987	0.144638111332921
FLOT2	-0.0101609657947686	0.0642700246573354
FMNL1	0.279946344735077	0.0661135028963546
FMOD	0.0529510395707579	0.326799332294156
FMR1	0.172535211267606	0.130094121381896
FN1	0.361334674714956	0.234740686890468
FN3KRP	0.000335345405767941	0.0354076120999518
FN3K	-0.0766934942991281	-0.00899719919017716
FNDC3A	0.116130114017438	-0.126498875826291
FNTA	0.0810529845741113	0.0982611467279448
FOXK1	-0.0501006036217304	-0.143664574776775
FRYL	-0.267236753856472	-0.260911324931346
FSCN1	0.190174379610999	0.140643863179074
FTH1	0.282327297116029	0.0895212065860316
FTL	0.194835680751174	0.117869989884127
FTSJ3	0.0568075117370892	-0.148270516024764
FUBP1	-0.0778672032193159	-0.00658975821155961
FUBP3	0.0396378269617706	-0.0132462545800646
FUCA1	0.193963782696177	-0.183256451502739
FUCA2	-0.0199195171026157	-0.265484536981053
FUK	-0.118142186452046	-0.0403694022109967
FUS	-0.0684104627766599	-0.140276159261798
FUT3	-0.214486921529175	-0.0377116013815316
FUT8	-0.0774647887323944	-0.0680484258353036
FXR1	0.12813547954393	0.0387040518642599
FXR2	0.00999329309188464	-0.2410473320839
FXYD3	-0.172401073105298	-0.0982786469417423
FYCO1	-0.151207243460765	0.193578177127738
FYTTD1	0.185814889336016	-0.00608794837832523
G3BP1	0.0141180415828303	0.0342387659289068
G3BP2	0.0472837022132797	0.225562775297748
G6PD	0.165459423205902	0.123594657852418
GAA	0.0647551978537894	-0.0710921972326015
GADD45GIP1	0.0340040241448692	-0.0392547837873547
GAK	-0.10627095908786	-0.0802508468206725
GALE	-0.138665325285044	-0.22089757462322
GALK1	-0.0982562038900067	-0.148613300328379
GALK2	-0.0698189134808853	-0.198883262461345
GALM	-0.482729711602951	-0.330580591361516
GALNT1	-0.128638497652582	-0.297551609197957
GALNT2	0.14550637156271	0.0535826601854001
GALNT3	-0.12458081824279	-0.248495112293689
GALNT6	-0.16307847082495	0.0515303241347177
GALNT7	-0.149329309188464	-0.225762636117667
GANAB	-0.101006036217304	-0.261974831174023
GAPDHS	-0.162072434607646	0.121546961330238
GAPDH	-0.10449362843729	-0.0413216970342046
GAPVD1	0.136418511066398	-0.122865120545357
GAR1	-0.0985580147551978	-0.0911209863184326
GARS	0.0393024815560027	0.0849633201333401
GART	0.0178068410462777	-0.18976792584105
GATAD2A	-0.120020120724346	-0.153975184778966
GATAD2B	0.0525486250838363	-0.110681287849409
GBAS	0.0085177733065057	0.0938815204947615
GBA	0.117169684775319	-0.00457510369974714
GBE1	-0.00315224681421864	-0.000570201930108524
GBF1	0.0119718309859155	-0.0671367130868085
GBP1	0.121562709590879	0.142693059059026
GBP2	0.050167672702884	0.0349956402960387
GBP6	0.099135691645192	-0.0316060276335046
GCA	0.22635814889336	0.0311210973044647
GCC2	-0.165660630449363	0.00427562330438437
GCDH	-0.0396042924211938	0.0432244781003557
GCLC	-0.0312206572769953	-0.0613534994811619
GCN1L1	-0.208484238765929	-0.221476960723565
GCNT3	-0.0941985244802146	0.0225762860970236
GC	-0.118014512856976	-0.0997183004685623
GDA	-0.0956740442655936	0.0678019446992443
GDI1	0.130617035546613	0.126065850397895
GDI2	0.0932930918846412	-0.0332201402870567
GEMIN4	-0.195372233400402	0.167751596476769
GEMIN5	-0.0729376257545272	-0.0275380614228131
GFAP	0.115461614042502	0.112139503688799
GFM1	-0.000804828973843058	-0.0854467257468471
GFPT1	-0.10700871898055	-0.164527352900796
GFPT2	0.447350771294433	-0.128020255220129
GGCT	-0.0820590207914151	0.110883817651698
GGH	-0.0415492957746479	-0.0675385647216633
GGT5	0.405130784708249	0.132688309373529
GHDC	0.138162307176392	0.224428819000804
GHITM	0.10627095908786	-0.063556480314361
GIGYF2	0.0124078840370225	0.025588570719576
GIMAP4	0.313883299798793	0.143146821665019
GIPC1	0.0227699530516432	-0.0178090807596437
GIT1	-0.101073105298457	0.0753552714977759
GIT2	0.163480885311871	-0.0988116978166448
GK	0.0489604292421194	0.0719362955271012
GLB1	0.00865191146881288	-0.0969029295120807
GLG1	-0.00881958417169685	0.200492974390886
GLIPR2	0.324782025486251	0.0831299956707709
GLO1	-0.00999329309188464	-0.130948531103304
GLOD4	-0.0686787391012743	-0.183993427113088
GLRX3	0.235211267605634	-0.185065016784309
GLRX5	-0.111066398390342	-0.189719211412846
GLRX	0.119919517102616	0.0645258659097035
GLS	0.253588195841717	0.16363316259095
GLTP	0.121395036887995	0.0606167313006008
GLUD1	0.183065057008719	-0.0590217810576104
GLUD2	0.222468142186452	-0.0951231168086785
GLUL	0.0143192488262911	-0.0262214314116874
GLYR1	-0.119081153588196	-0.0426507111920459
GMDS	-0.271696847753186	-0.303743766289479
GMFB	-0.0411468812877264	0.0878663896268534
GMFG	0.370892018779343	0.057118421667167
GMPPA	0.0146210596914822	-0.101677579460141
GMPPB	-0.0647216633132126	-0.081657290892297
GMPR2	0.054728370221328	0.142906299365552
GMPS	0.0563044936284373	-0.090845832044038
GNA11	-0.170791415157612	-0.0366200253200773
GNA13	0.134574111334675	0.0380958768644576
GNAI1	0.191415157612341	0.270831761447871
GNAI2	0.349027498323273	0.207545271629779
GNAI3	0.239369550637156	0.0958600915643064
GNAO1	0.35888665325285	0.0549640336098997
GNAQ	-0.116063044936284	0.0210441592340488
GNAS	-0.0188464118041583	-0.0872605324598188
GNAZ	0.014486921529175	0.279094352299514
GNB1	0.156002682763246	0.201519191361167
GNB2L1	-0.0754862508383635	-0.189066823838853
GNB2	0.110798122065728	0.218754978184242
GNB4	0.37429891264656	0.186525369835596
GNE	-0.102246814218645	-0.249169969986001
GNG12	0.0691817572099262	0.113349598030437
GNG2	0.271160295103957	0.0697768327519068
GNG5	0.00764587525150905	0.210312736548727
GNL1	0.185110663983903	0.147431437127716
GNL3	-0.216498993963783	-0.119708567945717
GNPAT	0.0455734406438632	-0.00241811844792113
GNPDA1	0.304124748490946	-0.0485338817459544
GNPNAT1	-0.317706237424547	-0.166789630866116
GNS	0.228604963112005	0.159183543025193
GOLGA2	0.000670690811535882	0.0294605878744947
GOLGA3	-0.253521126760563	-0.162983332866054
GOLGA4	-0.247350771294433	-0.0355554315444466
GOLGB1	-0.245942320590208	0.0616710541846281
GOLIM4	0.00771294433266264	-0.129231852872401
GOLM1	-0.149765258215962	-0.255454380666075
GOLPH3L	-0.0204225352112676	-0.0537422552550808
GOLPH3	-0.089906103286385	0.00112343536509456
GOLT1B	0.111334674714956	-0.110520864936907
GORASP2	0.147652582159624	-0.246468304948134
GOSR1	-0.206338028169014	-0.138508103789121
GOSR2	0.23252850435949	0.335995795304016
GOT1	-0.0792085848423876	-0.363215654067544
GOT2	-0.0540241448692153	-0.195290034296218
GPA33	-0.167303822937626	-0.254356106224681
GPC4	-0.143226022803488	0.047770678029251
GPC6	0.505151787004565	0.254424509437333
GPD1L	-0.283970489604292	-0.186816688326865
GPD1	-0.03859825620389	-0.10076859948762
GPD2	0.0170690811535882	-0.0670869732987213
GPHN	-0.206505700871898	-0.25736333379723
GPI	-0.163346747149564	-0.115630004144658
GPRC5A	-0.0173038229376258	0.176692107051063
GPS1	0.0611334674714956	0.0262083420896804
GPX1	0.0720657276995305	-0.0603138938599998
GPX2	-0.102448021462106	-0.144653666245456
GPX3	0.279745137491616	0.00519001862574389
GPX4	0.0501341381623072	0.0229557234148764
GRB2	0.226659959758551	0.071614212186663
GREM1	0.527934272300469	0.174101535932726
GRHPR	-0.00117370892018779	0.132867191537452
GRIPAP1	-0.0396716940967505	0.131175473137217
GRN	0.156136820925553	0.105386432469363
GRPEL1	-0.0799798792756539	0.181191679928535
GRSF1	-0.0476525821596244	0.0883519322742655
GRWD1	-0.060093896713615	-0.0286744362540522
GSDMB	-0.193024815560027	-0.168632804430325
GSDMD	-0.00254862508383635	0.0696001859082975
GSK3B	-0.120355466130114	0.196956106797289
GSN	0.174077800134138	0.204373197857269
GSPT1	-0.0326291079812207	0.0832334275132161
GSPT2	0.0497652582159624	0.07996512322591
GSR	-0.109456740442656	-0.0819423368769313
GSS	-0.0699865861837693	-0.219040861103098
GSTK1	0.0275989268947015	0.162374245472837
GSTM1	0.0267605633802817	0.0264492429776282
GSTM2	0.0728705566733736	0.0447898851916597
GSTM3	0.138329979879276	0.104276528143572
GSTM4	-0.0258551307847082	0.0476609992640882
GSTO1	0.244332662642522	-0.0827814014435859
GSTP1	-0.00264922870556673	-0.252703767704331
GSTT1	0.0349265168231324	0.0655329052184235
GTF2E1	0.128336686787391	-0.0794435546526148
GTF2F1	-0.00355466130114017	-0.189229535957696
GTF2F2	0.0424211938296445	-0.0370857563075432
GTF2I	0.0214621059691482	-0.121698888328448
GTF3C1	-0.1799128101945	-0.0967174741615179
GTPBP10	-0.0614688128772636	-0.142868774089714
GTPBP1	-0.0294097920858484	0.0396944521685802
GTPBP4	0.0665995975855131	-0.202734764718432
GUSB	0.111938296445339	0.0840041608209882
GYG1	0.373105298457411	-0.0103793754021191
GYS1	-0.0624748490945674	0.222716253479217
GZMA	0.0366867873910127	0.103280561883156
H1F0	0.0416498993963783	0.312496856128035
H1FX	0.0919517102615694	-0.0779523466297814
H2AFV	-0.0424211938296445	-0.0854457196601457
H2AFX	-0.295204560697518	-0.284479692560133
H2AFY2	0.0290744466800805	0.0615023474178404
H2AFY	0.0679409792085848	-0.127586438248746
H3F3A	0.108249496981891	-0.0984153604532354
H6PD	0.0188464118041583	-0.0198866494628745
HADHA	-0.0849094567404426	-0.0228713236655657
HADHB	0.167639168343394	-0.0573455066958717
HADH	-0.152850435949027	-0.259578463793428
HAGH	0.00308517773306506	0.0949041788509021
HARS2	-0.167505030181087	-0.0370224431807375
HARS	0.0993963782696177	-0.235766564114289
HAT1	0.101240778001341	-0.0464168632805897
HBA1	0.0600268276324614	-0.199260066792378
HBB	0.151408450704225	-0.186765113714218
HBD	0.0796700424839306	-0.211813131951303
HBG1	0.13744206069742	-0.120526170213429
HBG2	0.138143681227748	-0.122436660591668
HBS1L	0.0460429242119383	0.0371830916298298
HBZ	-0.0313611121302895	-0.137593373524064
HCFC1	-0.0938967136150235	-0.167946611315473
HCK	0.303722334004024	0.0460947718157185
HCLS1	0.283534540576794	-0.0708964200868763
HDAC1	-0.125586854460094	0.0367212455157775
HDAC2	-0.0223675385647217	0.112057546252276
HDGFRP2	-0.206472166331321	-0.244469729187231
HDGF	-0.115593561368209	0.000285055544161591
HDHD3	-0.290174379610999	-0.150442255424576
HDLBP	-0.126492287055667	-0.120909799717526
HEATR1	-0.0790073775989269	0.00405781548905197
HEATR2	0.0327967806841046	0.0868201892926801
HEATR5B	-0.0832997987927565	0.249467595410254
HEBP1	0.298692152917505	0.140442373479453
HEBP2	0.0567739771965124	-0.157478202548625
HECTD1	-0.275788061703555	-0.154998331431636
HECTD3	0.0228705566733736	-0.15736137865546
HEPH	0.0135479543930248	-0.113141104246437
HERC4	0.13953722334004	0.415719554752274
HEXA	0.121931589537223	-0.0160800818279115
HEXB	0.230851777330651	0.20501857028375
HGS	-0.00543259557344064	-0.0702769325641894
HIBADH	0.115995975855131	0.0696177062374245
HIBCH	-0.121193829644534	-0.136753856472166
HIGD1A	-0.035345405767941	-0.179548237951583
HINT1	0.169215291750503	-0.138281996699464
HINT2	-0.238195841716968	-0.208727730219029
HINT3	-0.150201207243461	0.162793600911081
HIP1R	-0.185915492957746	-0.148405927018171
HIP1	0.211971830985915	0.323341316457175
HIST1H1B	-0.0326282264556419	-0.0660647065443668
HIST1H1C	-0.115258215962441	-0.187720607669463
HIST1H1D	0.0656930276888467	-0.192303178340041
HIST1H1E	0.0293833972039253	-0.184161105439082
HIST1H2AB	0.0635331090893046	-0.286258542203492
HIST1H2BB	-0.0137146480329288	0.139896857047071
HIST1H2BD	-0.108048289738431	0.153762306592742
HIST1H2BK	-0.134674714956405	0.164054577255392
HIST1H2BO	-0.116800804828974	0.140066928910186
HIST1H3A	-0.186564763579134	-0.0920043260936398
HIST1H4A	0.0412982655767566	-0.223799910794324
HIST1H4G	-0.0408248290463863	0.010714308394272
HIST2H2AB	-0.0369574557281995	-0.293168972948243
HIST2H2AC	0.10429242119383	-0.280004764321409
HK1	-0.0178068410462777	-0.0756558263777115
HK2	-0.089570757880617	-0.180415828303152
HK3	0.212810194500335	0.155504879526727
HKDC1	0.0674044265593561	-0.0869091337015252
HLA-A	0.0371562709590879	0.0327302604046748
HLA-B	0.086150234741784	0.137126185309602
HLA-C	0.110194500335345	-0.0756545578041158
HLA-DPA1	0.298993963782696	0.168496577020825
HLA-DPB1	0.325821596244131	0.184264737677493
HLA-DQA1	0.354862508383635	0.0766844421495544
HLA-DQB1	0.274916163648558	0.0223961128931192
HLA-DRA	0.190140845070423	-0.0314726940469133
HLA-DRB1	0.24926224010731	-0.00920608041209238
HLA-DRB5	0.243192488262911	0.0213788073208294
HLA-E	0.17551978537894	0.0232733613943077
HLA-F	0.13588195841717	0.151779651558884
HLA-G	0.23075117370892	0.184168826139941
HM13	0.138967136150235	0.00223010303817279
HMGA1	-0.0274647887323944	0.0744802146210597
HMGA2	0.0667337357478202	0.120664143394997
HMGB1	0.0770623742454728	0.068428377413667
HMGB2	-0.22206572769953	-0.068075117370892
HMGB3	-0.168175720992622	-0.136589619165079
HMGCL	0.0471495640509725	0.00543282331225621
HMGCS1	-0.207813547954393	-0.226933318199598
HMGCS2	-0.00643863179074447	-0.0529209145023245
HMGN2	-0.212173038229376	0.00281713759688934
HMGN3	-0.126425217974514	-0.0400349104413385
HMGN4	0.144835680751174	0.11630331215493
HMHA1	0.0586183769282361	0.104158283031522
HMOX2	0.0516431924882629	0.103194971818994
HMX3	-0.018351780761304	0.0346550631952273
HN1	-0.0153588195841717	-0.0493863393607508
HNF4A	0.0115023474178404	0.0365766080521492
HNMT	0.0580147551978538	0.0592331740305871
HNRNPA0	0.0722669349429913	0.143695506371563
HNRNPA1	-0.0903420523138833	-0.0434786253983612
HNRNPA2B1	-0.0329979879275654	-0.145397533640189
HNRNPA3	-0.0378940308517773	0.0238775938168297
HNRNPAB	0.0424547283702213	-0.126996369860012
HNRNPC	-0.0139839034205231	-0.0448379362372909
HNRNPD	0.0116364855801476	-0.100254871111743
HNRNPF	0.0499664654594232	-0.106123612521529
HNRNPH1	-0.0689805499664655	-0.110095742734168
HNRNPH2	0.19989939637827	0.101460453744205
HNRNPH3	0.0707914151576123	0.0450212530638642
HNRNPK	-0.0404761904761905	-0.0731144935141681
HNRNPL	-0.144164989939638	0.0295288959451474
HNRNPM	-0.127230046948357	0.131998591645458
HNRNPR	0.0101274312541918	-0.0740001679468611
HNRNPUL1	-0.118678739101274	-0.113549858330153
HNRNPUL2	-0.0491616364855801	-0.118077097218094
HNRNPU	-0.0738765928906774	-0.0317470972553873
HNRPDL	0.0282360831656606	-0.0958113954729048
HNRPLL	0.12112676056338	0.0759582816752291
HOOK1	-0.0956405097250168	0.0935478109802004
HOOK3	0.176626425217975	0.299611592693116
HP1BP3	-0.0916498993963783	0.0524833160360854
HPCAL1	0.0972837022132797	-0.0619068379569417
HPRT1	-0.0809188464118041	0.0354668293676132
HPR	0.0349446862572556	-0.115477158598614
HPX	-0.229879275653924	-0.036838310506696
HP	0.0441663638355846	-0.150136655565296
HRG	-0.0326549557755653	0.118984540125259
HRSP12	-0.0943997317236754	-0.0711453172253169
HS1BP3	0.096579476861167	0.222231544685024
HSD11B2	-0.0189805499664655	-0.13469857607008
HSD17B10	0.0854460093896713	0.0925911953142116
HSD17B11	-0.0602280348759222	-0.15253953102118
HSD17B12	-0.0465459423205902	-0.103688799463447
HSD17B2	-0.0107981220657277	-0.114497742528435
HSD17B4	-0.0179745137491616	-0.124032697656664
HSD17B8	-0.0646881287726358	-0.0406705196888194
HSDL2	0.0378940308517773	0.0340384147931636
HSP90AA1	-0.0619718309859155	-0.198926631032843
HSP90AB1	-0.0564721663313213	-0.126899472422945
HSP90B1	0.00415828303152247	-0.232322563040839
HSPA14	0.0108987256874581	-0.00957547614601111
HSPA1A	0.139771965124078	-0.138434192559853
HSPA1L	0.144835680751174	-0.170130708835585
HSPA2	0.00697518443997317	-0.213597606061237
HSPA4L	-0.172468142186452	-0.151502448526454
HSPA4	0.135613682092555	0.0843917939182229
HSPA5	0.108517773306506	-0.3688182363283
HSPA6	0.345674044265594	-0.105219913945026
HSPA8	0.240576794097921	-0.315296963608264
HSPA9	-0.0302816901408451	-0.240003355774031
HSPB1	0.270892018779343	0.0690985001575269
HSPB6	0.375687458081824	0.0490769319764101
HSPBP1	-0.117605633802817	-0.032925747190919
HSPD1	-0.155298457411133	-0.115472977167703
HSPE1	-0.0140174379610999	-0.118477531857814
HSPG2	0.125251509054326	0.160091893796441
HSPH1	0.1359825620389	0.0843917939182229
HTATIP2	0.0930583501006036	0.0972542444786605
HTATSF1	-0.064822266934943	-0.194168056023835
HTRA1	0.424513749161636	0.337617765000484
HTRA2	0.0527498323272971	0.253525615043869
HTT	-0.181757209926224	-0.194419758909941
HUWE1	-0.176224010731053	-0.150740287417022
HYOU1	-0.0187122736418511	-0.282130610926387
IAH1	0.22186452045607	-0.036825556825026
IARS2	-0.110295103957076	-0.0473515652575829
IARS	-0.071495640509725	-0.0920706249395848
ICAM1	0.327162977867203	0.138099869288562
IDE	-0.098859825620389	-0.254462828440582
IDH1	-0.128906773977196	-0.142040309949418
IDH2	-0.192790073775989	-0.214330030286108
IDH3A	-0.136284372904091	-0.113700766293084
IDH3B	0.169382964453387	-0.0500368905813989
IDH3G	0.107578806170355	0.0914997610676108
IER3IP1	0.132696177062374	0.0462712939431775
IFI16	0.121730382293763	-0.00548298931984051
IFI30	0.227364185110664	0.0176520648017878
IFI35	0.131120053655265	-0.100320260246501
IFITM1	0.109322602280349	0.121954084820062
IFITM3	0.164185110663984	0.0777306357454602
IFRD1	0.128504359490275	0.210621083942832
IGBP1	0.115191146881288	0.270168054047987
IGF2BP1	-0.114905176878838	0.145858326790196
IGF2BP2	0.023608316566063	0.0644263342966516
IGF2BP3	0.0593916630670334	-0.00840075456617395
IGF2R	0.0776995305164319	0.0498163953187956
IGFBP2	-0.190207914151576	-0.10921947200356
IGFBP7	0.518175720992622	0.318046147338269
IGJ	0.138329979879276	-0.160849188073488
IGLL1	-0.124090259483226	0.00915713550499278
IKBIP	0.218846411804158	0.184519418216392
IKBKAP	-0.188464118041583	-0.136330195543792
IK	0.0666331321260899	-0.144890108796031
IL16	0.207645875251509	0.0117680672723466
IL4I1	0.144902749832327	0.196604948091366
ILF2	-0.0204560697518444	-0.224672188999204
ILF3	-0.264151576123407	0.0312887756304586
ILKAP	0.197350771294433	0.0577232674511541
ILK	0.323474178403756	0.209592635760516
ILVBL	-0.0680415828303152	0.0302161410245318
IMMT	-0.20355466130114	-0.010278681383425
IMP3	-0.0869885982562039	-0.0820954854153076
IMPDH2	-0.27635814889336	-0.0116030483157022
INADL	-0.24916163648558	-0.116458434460032
INA	0.139501429093049	0.129043075857775
INF2	-0.109423205902079	-0.0495820652923078
INPP1	0.039906103286385	0.00395793861185312
INPP5D	-0.0147551978537894	-0.182245354562696
INTS1	-0.0735412474849094	0.159829528536963
INTS3	-0.309523809523809	-0.0863260986777519
INTS5	-0.19037558685446	0.209703110505852
IPO4	-0.137122736418511	-0.119837690118961
IPO5	0.101106639839034	0.101896410081562
IPO7	-0.0846076458752515	-0.0707099500716205
IPO8	0.0564050972501677	-0.0614318614476026
IPO9	-0.179275653923541	-0.113081314958175
IQGAP1	-0.110865191146881	-0.192288347189086
IQGAP2	-0.234842387659289	-0.329890338560366
IQGAP3	-0.298725687458082	-0.187479564434661
IRF2BP1	-0.0776995305164319	-0.212097785001807
IRF2BP2	0.0348423876592891	-0.053252850435949
ISG15	0.129644533869886	0.232131355965053
ISOC1	0.0230717639168343	0.0583032204436556
ISOC2	0.0166331321260899	-0.00669025302329163
ITCH	0.0427565392354125	-0.0753422960645899
ITGA1	0.116566063044936	0.152236428555476
ITGA2	0.0127431254191818	0.138383762210827
ITGA3	0.0868544600938967	0.0514440629519295
ITGA5	0.488832997987927	0.25553053196502
ITGA6	0.0560362173038229	-0.102784228576957
ITGAM	0.273809523809524	0.0854203526761358
ITGAV	0.161971830985915	0.369707741630469
ITGAX	0.323843058350101	0.0630718801284097
ITGB1	0.430214621059691	0.570130283954792
ITGB2	0.298993963782696	0.130248155600268
ITGB4	-0.0242119382964453	-0.0705237300806984
ITGB5	0.234674714956405	0.368522106171126
ITGB6	0.158182427900738	0.169712120720805
ITGB7	0.196981891348088	0.0836242841790327
ITIH1	0.286435563458027	0.112324885356776
ITIH2	-0.0761063914252287	0.150771294433266
ITIH4	0.0989268947015426	0.0198526144592361
ITLN1	-0.0495640509725017	-0.19739686048676
ITLN2	-0.0213800621192495	-0.389101012229815
ITPA	-0.00368879946344735	0.130383017003735
ITPR1	0.207444668008048	-0.0425902948024463
ITPR2	0.0235412474849095	0.0968402020645251
ITPR3	-0.306338028169014	-0.0790422374731748
IVD	-0.337391012743125	-0.0883977900583552
IWS1	0.0151576123407109	-0.0973445343645735
JAGN1	-0.0900737759892689	0.11356128396452
JPH1	-0.103755868544601	-0.0134613520807418
JUP	0.030617035546613	-0.103563344038027
KANK2	0.378403755868545	0.262035313979112
KARS	0.0148558014755198	-0.112459024643662
KBTBD11	-0.245472837022133	-0.0574114883536237
KCMF1	0.182796780684105	0.0217552588172346
KCTD12	0.017102615694165	-0.0993293091884641
KDELC2	-0.0476861167002012	0.169272562635957
KDM1A	-0.185814889336016	-0.0767502308390626
KDM3B	-0.23430583501006	-0.0765206025720016
KDSR	0.180080482897384	0.258038036928712
KHDRBS1	-0.0214285714285714	0.0503538012959631
KHDRBS2	0.147619915404158	-0.10560145726658
KHSRP	-0.165928906773977	-0.17971160295104
KIAA0020	-0.0169014084507042	-0.0682502263476683
KIAA0100	-0.187961099932931	-0.0158799363348465
KIAA0196	0.117806841046278	-0.0772306944250349
KIAA0226	0.00432595573440644	0.0789294202192458
KIAA0368	-0.178403755868545	-0.00318578135479544
KIAA1033	0.043326626425218	0.133005793660936
KIAA1109	-0.14644533869886	0.050926915059915
KIAA1217	0.00932260228034876	0.00357214738567987
KIAA1279	-0.00127431254191818	-0.0546029455957045
KIAA1324	-0.250637156270959	-0.246670107182301
KIAA1429	-0.0559356136820926	-0.0341738650402095
KIAA1468	-0.0827632461435278	-0.0783581151425553
KIAA1598	-0.193058350100604	-0.154793266898624
KIAA1715	0.0320925553319919	-0.212251813018171
KIAA1967	-0.0734741784037559	-0.172403963873395
KIAA2013	-0.00677397719651241	-0.0363482751170391
KIF13A	-0.298792756539235	0.0322629583125674
KIF13B	-0.149463447350771	-0.120040913579021
KIF15	-0.208115358819584	0.299073147671033
KIF18B	-0.207411133467471	0.00384547428474416
KIF1A	0.0818148463168343	0.0650927261508254
KIF1C	-0.0318913480885312	0.179102783699936
KIF2A	0.0366532528504359	-0.0313596520008993
KIF3C	0.276089872568746	-0.277353795570439
KIF5B	-0.0514419852448021	0.158118010049223
KLC1	0.033065057008719	-0.00114025085775306
KLC2	-0.118443997317237	-0.0786730752305298
KLC4	0.0559356136820926	-0.0985101905959785
KLKB1	-0.0594495098364913	-0.015459969834856
KNG1	-0.0107640417920114	0.138734720588258
KPNA1	0.0349094567404427	0.127532927007559
KPNA2	-0.0165660630449363	-0.0526854134845056
KPNA3	0.170422535211268	0.150354633733975
KPNA4	0.0839704896042924	-0.0930973482609076
KPNA6	-0.0436284372904091	-0.00918854115174102
KPNB1	-0.160261569416499	0.0495833124359271
KRAS	0.0141851106639839	-0.119638485596636
KRR1	0.0284372904091214	0.0720364874361318
KRT10	0.259188464118042	0.10010060362173
KRT12	0.0915874423051608	0.143059549464698
KRT13	0.150157031693744	0.0155098550462782
KRT14	0.174891311490927	0.0533869885982562
KRT15	0.136485580147552	-0.0232064857506101
KRT16	0.0609709065612479	0.00751173708920188
KRT17	0.186150234741784	0.047719651240778
KRT18	0.0170355466130114	-0.0667018902326349
KRT19	0.0634808853118712	-0.0189331054796822
KRT1	0.128336326011792	0.20250002096638
KRT20	0.0810194500335345	0.0128606041302653
KRT23	0.120757880617036	0.205840816245212
KRT24	0.286136727278494	0.0864329081589994
KRT27	-0.0513603126162697	0.0993768527518481
KRT2	-0.00716512343987411	0.147755663261268
KRT31	0.108310479363141	-0.00435828002185194
KRT3	0.106710597969914	0.116208629152065
KRT4	0.105952083102758	0.0365383326329988
KRT5	0.292531607528929	0.0923045967889312
KRT6A	0.285896364912381	0.06140174379611
KRT6B	0.178504359490275	0.0872773004330048
KRT72	0.0126582565189481	0.191383688970294
KRT73	-0.0658643250617513	-0.0348695284858575
KRT75	0.139781018127245	-0.0132295980836519
KRT76	0.210311088444583	0.150970559016269
KRT77	0.0847364276364819	0.211677118734678
KRT79	0.0215441085924104	0.181813608875168
KRT7	-0.117002012072435	0.0900745311444393
KRT80	0.199832327297116	0.0815433372931733
KRT84	0.0447995507750226	0.251750365844836
KRT8	0.11140174379611	0.0158382649526868
KRT9	0.131971380487361	0.225857024295532
KTN1	0.0560026827632461	0.0102616554468349
L1TD1	-0.253386988598256	-0.0844463199772477
L2HGDH	-0.359825620389001	-0.173845975568801
LACTB2	0.0284372904091214	-0.0600464637412194
LACTB	0.160160965794769	0.18279533895054
LAD1	-0.0877934272300469	-0.113850719745112
LAMA3	0.167002012072435	0.212794422987391
LAMA4	0.438262910798122	0.144585383853034
LAMA5	-0.0818913480885312	0.00945674044265593
LAMB1	0.0500335345405768	0.0739945841288926
LAMB2	0.157243460764587	0.124324007605197
LAMB3	0.131958417169685	0.159817297775873
LAMC1	0.270154258886653	0.145944767706091
LAMC2	0.168108651911469	0.207841724566414
LAMP1	0.325855130784708	-0.0140679756554929
LAMP2	0.22971160295104	-0.0737281599395104
LANCL1	0.00389000670690812	0.0233111965544367
LAP3	0.164218645204561	-0.119751844399732
LARP1	0.0263916834339369	-0.158221268407828
LARP4B	-0.0474178403755868	0.00103980615312148
LARP7	0.0411133467471496	0.0693456493113579
LARS2	-0.220221327967807	-0.216956770726205
LARS	0.0683433936955064	-0.131407300610367
LAS1L	0.0959758551307847	-0.0920392743191704
LASP1	0.011234071093226	0.208673927143311
LBP	0.0876589259210338	0.12927888575055
LBR	-0.119450033534541	0.0305171994697329
LCK	0.0836686787391013	0.0203734290592584
LCN2	-0.2018779342723	-0.0163321428179212
LCP1	0.346847753185781	0.0120897086670887
LDHAL6B	-0.096828235410847	-0.0574801301507031
LDHA	-0.118611670020121	0.0117221892969318
LDHB	-0.0237424547283702	-0.00196191866141975
LEFTY1	0.0511737089201878	0.177431207103068
LEMD2	0.0252850435949027	0.253745483283224
LEMD3	-0.0176391683433937	0.00265312405939179
LEPRE1	0.353085177733065	0.226155085957885
LETM1	-0.0425888665325285	-0.0636328577027362
